id,marca,modelo,ano,quilometragem,ultimo_reparo,qntd_reparos,cambio
447,Ford,Explorer,2009,205268,2024-08-01,6,Automático
448,Renault,Zoe,2009,116379,2024-08-08,8,Manual
449,Renault,Talisman,2014,296743,2024-08-26,9,Automático
450,Kia,Sportage,2023,165480,2024-09-03,13,Manual
451,Chevrolet,Camaro,2019,223974,2024-08-08,7,Automático
452,Renault,Mégane,2020,250843,2024-09-08,9,Automático
453,Kia,Carnival,2013,144275,2024-08-14,11,Manual
454,Nissan,X-Trail,2014,176978,2024-07-11,5,Automático
455,Nissan,Kicks,2021,260081,2024-09-02,23,Manual
456,Subaru,XV,2014,62659,2024-07-18,5,Manual
457,Subaru,Tribeca,2022,198866,2024-08-17,14,Manual
458,Toyota,Land Cruiser,2023,123319,2024-08-19,12,Manual
459,Subaru,BRZ,2017,188624,2024-09-05,18,Manual
460,Peugeot,Expert,2015,180258,2024-08-21,16,Manual
461,BMW,X3,2012,225637,2024-09-02,22,Manual
462,Mercedes-Benz,CLA,2013,9142,2024-03-16,1,Manual
463,Ford,Mustang,2015,272505,2024-08-17,10,Automático
464,Kia,Seltos,2010,132525,2024-07-21,4,Automático
465,Peugeot,Boxer,2009,169925,2024-08-24,6,Automático
466,Mitsubishi,L200,2019,8952,2024-06-01,1,Automático
467,Hyundai,Sonata,2013,14848,2024-07-06,1,Manual
468,Honda,Odyssey,2018,283675,2024-09-03,9,Automático
469,Jeep,Wrangler,2014,15952,2024-09-01,1,Automático
470,Subaru,Legacy,2008,8089,2024-05-28,2,Manual
471,Subaru,Tribeca,2008,280379,2024-08-17,9,Automático
472,Renault,Kwid,2017,122589,2024-08-30,4,Automático
473,BMW,i3,2015,103215,2024-07-14,4,Automático
474,Peugeot,5008,2011,28378,2024-08-14,1,Manual
475,Toyota,RAV4,2022,219999,2024-09-04,15,Manual
476,Mercedes-Benz,S-Class,2015,257034,2024-09-03,9,Automático
477,Fiat,Palio,2019,162950,2024-08-17,6,Automático
478,Chevrolet,Camaro,2022,195969,2024-07-29,7,Automático
479,Kia,Niro,2018,51465,2024-08-07,3,Manual
480,Mitsubishi,L200,2022,66462,2024-06-08,2,Automático
481,Ford,Fiesta,2008,130728,2024-09-03,11,Manual
482,Kia,Soul,2017,240617,2024-08-29,20,Manual
483,Honda,Pilot,2019,278990,2024-08-23,19,Manual
484,BMW,i3,2023,109943,2024-07-26,3,Automático
485,Nissan,Frontier,2017,287338,2024-09-03,26,Manual
486,Renault,Talisman,2011,147217,2024-08-03,5,Automático
487,Volkswagen,Amarok,2010,279511,2024-08-25,20,Manual
488,Fiat,Tipo,2023,24602,2024-06-06,1,Automático
489,Subaru,XV,2022,154734,2024-08-06,5,Automático
490,Toyota,RAV4,2014,114531,2024-09-04,11,Manual
491,Jeep,Patriot,2022,64811,2024-06-22,2,Automático
492,Peugeot,308,2016,298361,2024-09-04,26,Manual
493,Subaru,Ascent,2010,285076,2024-08-25,19,Manual
494,Peugeot,308,2014,139290,2024-07-12,4,Automático
495,BMW,X1,2020,41036,2024-06-02,1,Automático
496,Mercedes-Benz,A-Class,2019,101200,2024-08-27,6,Manual
497,Fiat,Uno,2011,199906,2024-08-12,7,Automático
498,Mitsubishi,Pajero,2013,32370,2024-08-12,2,Manual
499,Mitsubishi,L200,2011,51277,2024-08-19,1,Automático
500,Nissan,X-Trail,2012,286270,2024-08-29,25,Manual
501,BMW,X1,2019,19088,2024-07-16,1,Manual
502,Toyota,RAV4,2011,258491,2024-08-31,18,Manual
503,Mitsubishi,Eclipse Cross,2022,287149,2024-09-02,28,Manual
504,Subaru,Tribeca,2020,99475,2024-07-20,3,Automático
505,Volkswagen,Virtus,2017,266770,2024-08-25,9,Automático
506,Mercedes-Benz,G-Class,2011,278814,2024-08-07,9,Automático
507,Peugeot,301,2015,122827,2024-07-11,4,Automático
508,Jeep,Renegade,2013,148862,2024-08-19,12,Manual
509,Jeep,Liberty,2022,32261,2024-08-26,1,Automático
510,Mercedes-Benz,GLE,2013,128698,2024-09-06,10,Manual
511,Kia,Cerato,2022,30822,2024-03-12,1,Automático
512,Jeep,Liberty,2012,75313,2024-08-03,7,Manual
513,Nissan,Altima,2023,189064,2024-09-03,6,Automático
514,Nissan,Altima,2008,248170,2024-08-19,8,Automático
515,Honda,Accord,2020,94391,2024-08-20,9,Manual
516,Mitsubishi,Mirage,2019,98662,2024-08-26,6,Manual
517,Ford,EcoSport,2017,255266,2024-08-26,20,Manual
518,Peugeot,2008,2022,53115,2024-08-02,4,Manual
519,Nissan,Titan,2014,216966,2024-08-18,8,Automático
520,Mercedes-Benz,CLA,2023,248759,2024-09-02,17,Manual
521,Volkswagen,Amarok,2009,174429,2024-08-30,13,Manual
522,Toyota,Etios,2023,254108,2024-08-07,10,Automático
523,Mercedes-Benz,E-Class,2019,51658,2024-05-10,1,Automático
524,BMW,M3,2017,116597,2024-07-31,7,Manual
525,Chevrolet,Spin,2015,251481,2024-08-31,10,Automático
526,Mercedes-Benz,CLA,2018,130383,2024-08-17,4,Automático
527,Chevrolet,Cruz,2007,94430,2024-08-20,8,Manual
528,Renault,Talisman,2013,250514,2024-08-26,21,Manual
529,Volkswagen,Touareg,2011,109033,2024-09-08,4,Automático
530,Chevrolet,S10,2014,202028,2024-08-29,6,Automático
531,Kia,Cerato,2014,178462,2024-08-22,16,Manual
532,Mercedes-Benz,C-Class,2012,167068,2024-09-05,5,Automático
533,Renault,Duster,2019,119497,2024-07-30,4,Automático
534,Peugeot,Expert,2013,265960,2024-08-28,21,Manual
535,Jeep,Patriot,2020,74054,2024-06-27,2,Automático
536,Mitsubishi,Outlander,2023,127838,2024-08-25,9,Manual
537,Mercedes-Benz,A-Class,2008,258618,2024-08-12,10,Automático
538,Chevrolet,Onix,2021,158312,2024-08-30,13,Manual
539,Jeep,Cherokee Trailhawk,2010,275476,2024-08-23,10,Automático
540,Mercedes-Benz,GLC,2008,53510,2024-08-07,3,Manual
541,Toyota,C-HR,2007,295828,2024-09-03,20,Manual
542,BMW,118i,2014,142199,2024-08-28,9,Manual
543,Mercedes-Benz,S-Class,2010,101683,2024-08-11,7,Manual
544,Honda,Fit,2015,74618,2024-06-16,2,Automático
545,Jeep,Gladiator,2018,156971,2024-08-31,10,Manual
546,Fiat,Strada,2018,34965,2024-06-24,3,Manual
547,Volkswagen,Amarok,2018,112713,2024-08-25,8,Manual
548,Kia,Picanto,2017,234133,2024-09-02,17,Manual
549,Honda,Fit,2014,276244,2024-08-21,10,Automático
550,Honda,Accord,2012,177913,2024-08-04,7,Automático
551,Honda,Accord,2016,296304,2024-08-25,20,Manual
552,Nissan,Kicks,2009,295438,2024-08-09,9,Automático
553,Mercedes-Benz,A-Class,2016,52167,2024-07-04,3,Manual
554,Jeep,Cherokee Trailhawk,2023,258648,2024-09-07,24,Manual
555,Toyota,Etios,2010,56537,2024-07-25,5,Manual
556,Chevrolet,Onix,2008,92473,2024-09-07,9,Manual
557,Volkswagen,Amarok,2014,231635,2024-08-29,9,Automático
558,Ford,EcoSport,2015,249857,2024-08-21,9,Automático
559,Renault,Logan,2017,190895,2024-08-09,6,Automático
560,Mitsubishi,Lancer,2007,170363,2024-08-14,13,Manual
561,Honda,Civic,2022,235494,2024-08-25,18,Manual
562,Nissan,Frontier,2019,138130,2024-08-30,10,Manual
563,Toyota,Camry,2021,14441,2024-07-08,1,Automático
564,Mercedes-Benz,E-Class,2007,272901,2024-09-04,10,Automático
565,Kia,Seltos,2010,41890,2024-06-21,2,Manual
566,Volkswagen,Passat,2007,160849,2024-07-29,5,Automático
567,BMW,i3,2016,6462,2024-08-16,1,Automático
568,Nissan,X-Trail,2018,38668,2024-03-17,1,Automático
569,BMW,X3,2008,279020,2024-08-04,9,Automático
570,Honda,WR-V,2013,218012,2024-08-24,16,Manual
571,Mitsubishi,Montero,2019,194878,2024-09-02,19,Manual
572,Honda,HR-V,2017,270450,2024-08-24,18,Manual
573,Hyundai,Azera,2015,116677,2024-07-12,3,Automático
574,Mitsubishi,Eclipse Cross,2010,210269,2024-08-26,7,Automático
575,Mercedes-Benz,GLA,2009,251339,2024-07-31,8,Automático
576,Chevrolet,Sonic,2020,229319,2024-08-12,7,Automático
577,Hyundai,Tucson,2014,236533,2024-09-06,22,Manual
578,Peugeot,508,2019,286403,2024-09-07,21,Manual
579,Peugeot,Boxer,2013,204593,2024-08-25,17,Manual
580,Mercedes-Benz,S-Class,2019,49378,2024-04-11,1,Automático
581,Jeep,Wrangler,2023,276349,2024-09-08,20,Manual
582,BMW,320i,2009,267431,2024-08-09,10,Automático
583,Hyundai,Elantra,2017,279072,2024-09-07,22,Manual
584,Peugeot,Partner,2019,117931,2024-08-10,7,Manual
585,Peugeot,2008,2019,136742,2024-08-06,9,Manual
586,Mercedes-Benz,E-Class,2017,13062,2024-07-08,2,Manual
587,Renault,Zoe,2012,188606,2024-08-27,7,Automático
588,Peugeot,Expert,2023,173332,2024-08-25,12,Manual
589,Nissan,X-Trail,2021,93929,2024-07-03,3,Automático
590,Peugeot,208,2020,43760,2024-06-13,1,Automático
591,Hyundai,Azera,2007,129520,2024-08-10,4,Automático
592,Nissan,370Z,2017,188073,2024-07-28,7,Automático
593,Fiat,Doblò,2019,73115,2024-07-14,4,Manual
594,Fiat,Doblò,2010,162728,2024-08-24,6,Automático
595,Kia,Optima,2009,46353,2024-08-08,4,Manual
596,Mitsubishi,L200,2015,164748,2024-08-20,14,Manual
597,BMW,Z4,2020,186858,2024-08-22,13,Manual
598,Mercedes-Benz,S-Class,2020,174131,2024-08-26,16,Manual
599,Renault,Duster,2015,20707,2024-03-14,1,Manual
600,Mercedes-Benz,A-Class,2022,169553,2024-08-19,14,Manual
601,Fiat,Doblò,2010,269637,2024-08-28,9,Automático
602,Toyota,Hilux,2015,79212,2024-09-08,7,Manual
603,Honda,Pilot,2018,293857,2024-09-08,26,Manual
604,Mitsubishi,Eclipse Cross,2023,53341,2024-08-16,1,Automático
605,Fiat,Fiorino,2015,271314,2024-08-23,9,Automático
606,Nissan,Titan,2012,199832,2024-08-22,13,Manual
607,Chevrolet,Onix,2017,245678,2024-08-04,8,Automático
608,Fiat,Toro,2014,132968,2024-08-25,4,Automático
609,Mercedes-Benz,GLE,2010,168003,2024-08-09,6,Automático
610,Volkswagen,Polo,2017,143294,2024-08-27,5,Automático
611,Jeep,Wrangler,2021,58385,2024-08-30,4,Manual
612,Subaru,WRX,2012,61894,2024-07-19,2,Automático
613,Hyundai,i30,2010,11661,2024-07-16,1,Automático
614,BMW,530i,2020,250476,2024-08-29,19,Manual
615,Mitsubishi,Outlander Sport,2011,164434,2024-09-03,5,Automático
616,Mitsubishi,L200,2010,29940,2024-03-17,1,Manual
617,Nissan,Altima,2019,112438,2024-08-21,3,Automático
618,BMW,i3,2020,274210,2024-08-31,23,Manual
619,Hyundai,Azera,2013,297776,2024-08-29,11,Automático
620,BMW,118i,2013,186564,2024-09-08,14,Manual
621,Mercedes-Benz,SLC,2009,83506,2024-08-03,8,Manual
622,Kia,Stonic,2015,243372,2024-08-31,21,Manual
623,Ford,Kuga,2013,181669,2024-08-16,14,Manual
624,Chevrolet,Cruz,2013,114043,2024-08-26,7,Manual
625,Honda,HR-V,2022,202268,2024-09-04,17,Manual
626,Toyota,Camry,2022,7166,2024-03-24,1,Automático
627,Mercedes-Benz,GLA,2015,179110,2024-09-03,15,Manual
628,Ford,Ranger,2022,45139,2024-07-06,4,Manual
629,BMW,118i,2016,297676,2024-08-26,11,Automático
630,Ford,Focus,2022,51291,2024-03-14,1,Automático
631,Subaru,Crosstrek,2011,14339,2024-08-09,1,Automático
632,Subaru,Legacy,2008,114570,2024-07-27,7,Manual
633,Peugeot,Boxer,2012,233700,2024-08-12,9,Automático
634,Volkswagen,Amarok,2016,46036,2024-04-29,1,Automático
635,Fiat,Toro,2022,76579,2024-09-08,5,Manual
636,Mitsubishi,ASX,2012,282296,2024-08-25,19,Manual
637,Hyundai,Tucson,2020,57738,2024-07-22,4,Manual
638,Volkswagen,Jetta,2016,217172,2024-07-30,7,Automático
639,Renault,Sandero,2007,65736,2024-07-24,5,Manual
640,Chevrolet,Prisma,2013,125927,2024-09-06,5,Automático
641,Chevrolet,Camaro,2007,207283,2024-08-29,17,Manual
642,Nissan,370Z,2019,18489,2024-08-13,2,Manual
643,Kia,Sorento,2013,291712,2024-08-29,23,Manual
644,Mercedes-Benz,C-Class,2020,283787,2024-08-31,10,Automático
645,Ford,Explorer,2016,200686,2024-08-26,18,Manual
646,Hyundai,Santa Fe,2019,181127,2024-07-19,6,Automático
647,Subaru,Ascent,2008,248018,2024-08-26,9,Automático
648,Nissan,Kicks,2015,159443,2024-07-18,5,Automático
649,Mercedes-Benz,GLA,2015,299072,2024-08-20,10,Automático
650,Mercedes-Benz,G-Class,2015,52971,2024-08-28,1,Automático
651,Mitsubishi,Outlander,2022,242828,2024-08-26,21,Manual
652,Volkswagen,Passat,2022,205223,2024-08-11,7,Automático
653,Hyundai,Tucson,2016,54650,2024-08-27,1,Automático
654,Renault,Duster,2016,106825,2024-08-29,10,Manual
655,Mitsubishi,Outlander,2013,124450,2024-08-28,12,Manual
656,Mitsubishi,Montero,2007,168853,2024-08-27,12,Manual
657,Jeep,Cherokee Trailhawk,2021,231726,2024-08-16,7,Automático
658,Mitsubishi,Galant,2008,214398,2024-08-23,8,Automático
659,Chevrolet,Prisma,2013,235659,2024-09-06,7,Automático
660,Nissan,Frontier,2018,272119,2024-08-31,24,Manual
661,Fiat,Doblò,2014,146320,2024-09-03,5,Automático
662,Volkswagen,Virtus,2021,135188,2024-09-02,13,Manual
663,Subaru,Outback,2020,104928,2024-08-19,8,Manual
664,Subaru,Ascent,2012,264358,2024-09-08,23,Manual
665,Hyundai,Veloster,2009,179821,2024-08-07,5,Automático
666,Peugeot,3008,2023,295839,2024-08-10,10,Automático
667,Peugeot,2008,2011,181130,2024-07-29,7,Automático
668,Mitsubishi,Pajero,2022,104923,2024-07-08,4,Automático
669,Mitsubishi,Outlander,2018,212512,2024-08-28,17,Manual
670,Kia,Seltos,2023,116632,2024-07-15,3,Automático
671,Renault,Talisman,2016,285214,2024-08-09,10,Automático
672,Mitsubishi,L200,2015,123975,2024-07-24,4,Automático
673,Peugeot,2008,2008,250588,2024-08-07,10,Automático
674,Jeep,Renegade,2019,124548,2024-08-14,10,Manual
675,Ford,Explorer,2023,162759,2024-07-23,5,Automático
676,Volkswagen,Virtus,2010,171339,2024-08-27,12,Manual
677,Toyota,C-HR,2016,143753,2024-09-04,5,Automático
678,Nissan,X-Trail,2020,141337,2024-08-06,9,Manual
679,Mitsubishi,Outlander,2015,148394,2024-09-06,14,Manual
680,Subaru,Ascent,2020,89143,2024-06-08,2,Automático
681,Nissan,Versa,2022,97195,2024-08-22,9,Manual
682,Ford,Focus,2018,180032,2024-08-16,7,Automático
683,Peugeot,Boxer,2019,167322,2024-09-07,12,Manual
684,Subaru,Crosstrek,2015,253984,2024-08-25,18,Manual
685,Renault,Talisman,2008,125943,2024-08-12,5,Automático
686,Renault,Kwid,2021,35544,2024-05-25,2,Manual
687,Kia,Soul,2007,28082,2024-04-03,1,Automático
688,Ford,Edge,2018,19447,2024-09-01,1,Automático
689,Kia,Carnival,2018,245398,2024-09-06,24,Manual
690,Hyundai,HB20,2017,62715,2024-07-26,5,Manual
691,Jeep,Patriot,2019,220539,2024-08-10,7,Automático
692,Nissan,X-Trail,2016,145825,2024-08-19,5,Automático
693,Jeep,Grand Cherokee,2019,23706,2024-06-13,1,Manual
694,Hyundai,Sonata,2022,30748,2024-07-10,2,Manual
695,Honda,City,2019,69390,2024-06-11,2,Automático
696,Jeep,Renegade,2008,243837,2024-09-03,18,Manual
697,Hyundai,Santa Fe,2019,168108,2024-08-17,6,Automático
698,Jeep,Compass,2023,105358,2024-07-30,4,Automático
699,Toyota,C-HR,2023,27294,2024-07-31,1,Manual
700,Fiat,Toro,2023,37274,2024-07-19,2,Manual
701,Peugeot,308,2019,286195,2024-08-27,23,Manual
702,Jeep,Liberty,2016,257479,2024-08-26,22,Manual
703,Toyota,Fortuner,2012,96672,2024-09-03,9,Manual
704,Ford,Explorer,2015,159809,2024-08-18,13,Manual
705,Mercedes-Benz,G-Class,2014,264902,2024-08-25,17,Manual
706,Kia,Cerato,2022,124951,2024-07-04,4,Automático
707,Ford,Ranger,2018,38332,2024-08-01,2,Manual
708,Ford,Fiesta,2007,247722,2024-09-07,8,Automático
709,Fiat,Toro,2010,75480,2024-06-20,2,Automático
710,Nissan,Frontier,2018,126779,2024-08-28,5,Automático
711,Hyundai,Creta,2011,246051,2024-09-08,18,Manual
712,Peugeot,Partner,2012,181004,2024-08-26,14,Manual
713,Honda,CR-V,2013,121575,2024-08-03,8,Manual
714,Volkswagen,T-Cross,2020,239569,2024-08-27,19,Manual
715,BMW,118i,2023,176492,2024-08-20,11,Manual
716,Toyota,C-HR,2019,161706,2024-08-02,5,Automático
717,Renault,Duster,2013,271719,2024-08-28,10,Automático
718,Jeep,Gladiator,2015,33096,2024-03-25,1,Automático
719,Renault,Duster,2018,99548,2024-08-30,8,Manual
720,Ford,Fusion,2012,14791,2024-06-29,1,Manual
721,Toyota,Yaris,2017,252136,2024-08-08,9,Automático
722,Hyundai,HB20,2007,100272,2024-08-21,8,Manual
723,Chevrolet,S10,2012,148895,2024-08-09,5,Automático
724,Jeep,Gladiator,2017,217103,2024-09-03,7,Automático
725,Chevrolet,Cruz,2014,117876,2024-09-03,4,Automático
726,Honda,Civic,2010,46292,2024-04-04,1,Automático
727,Subaru,Impreza,2009,256574,2024-08-24,8,Automático
728,Renault,Mégane,2011,95055,2024-08-30,6,Manual
729,Ford,Explorer,2009,25951,2024-05-23,1,Automático
730,Chevrolet,Prisma,2013,12758,2024-05-19,1,Manual
731,Volkswagen,T-Cross,2014,81521,2024-07-08,3,Automático
732,Chevrolet,Cruz,2012,188434,2024-08-25,6,Automático
733,Mercedes-Benz,GLC,2011,242559,2024-09-08,16,Manual
734,BMW,i3,2014,109192,2024-08-29,4,Automático
735,Volkswagen,Virtus,2022,179167,2024-09-02,6,Automático
736,Jeep,Grand Cherokee,2018,107815,2024-07-30,3,Automático
737,Peugeot,508,2021,283025,2024-09-01,9,Automático
738,Peugeot,5008,2018,258780,2024-08-05,9,Automático
739,Jeep,Commander,2007,212485,2024-08-18,7,Automático
740,Honda,HR-V,2008,7799,2024-08-02,2,Manual
741,Renault,Kwid,2018,110176,2024-08-12,4,Automático
742,Honda,Fit,2007,278959,2024-08-15,9,Automático
743,Kia,Sportage,2018,79808,2024-08-05,7,Manual
744,Subaru,Ascent,2015,40383,2024-05-27,1,Automático
745,Subaru,BRZ,2020,178673,2024-08-28,14,Manual
746,Ford,Mustang,2021,100774,2024-07-11,4,Automático
747,Chevrolet,Cruz,2016,48422,2024-05-19,1,Automático
748,Nissan,March,2023,67584,2024-08-22,5,Manual
749,Ford,EcoSport,2018,187836,2024-08-21,12,Manual
750,Mitsubishi,Montero,2008,145834,2024-07-11,4,Automático
751,Fiat,Uno,2008,88654,2024-06-05,2,Automático
752,Hyundai,Veloster,2012,248327,2024-08-25,23,Manual
753,Toyota,RAV4,2017,275671,2024-09-07,26,Manual
754,Jeep,Wrangler,2022,245817,2024-08-25,23,Manual
755,Mitsubishi,Montero,2013,176442,2024-07-25,6,Automático
756,Peugeot,Boxer,2011,81488,2024-05-12,2,Automático
757,Kia,Seltos,2023,143322,2024-08-19,4,Automático
758,Fiat,Mobi,2016,56212,2024-05-09,1,Automático
759,Peugeot,301,2010,19673,2024-07-19,1,Automático
760,Kia,Carnival,2015,186324,2024-08-31,13,Manual
761,Nissan,March,2013,278320,2024-09-01,10,Automático
762,Peugeot,301,2015,296583,2024-08-28,26,Manual
763,BMW,740i,2020,170810,2024-08-29,5,Automático
764,Volkswagen,Gol,2023,183477,2024-08-29,6,Automático
765,Honda,Pilot,2007,173962,2024-08-24,15,Manual
766,Peugeot,Boxer,2016,128883,2024-08-13,5,Automático
767,Subaru,BRZ,2021,237745,2024-08-27,21,Manual
768,Mercedes-Benz,GLA,2016,144075,2024-08-24,4,Automático
769,Peugeot,308,2023,10522,2024-05-28,2,Manual
770,BMW,740i,2022,266399,2024-09-03,8,Automático
771,Kia,Cerato,2009,169798,2024-09-01,16,Manual
772,Chevrolet,Cruz,2021,157465,2024-09-05,12,Manual
773,Toyota,C-HR,2014,197777,2024-08-31,18,Manual
774,Jeep,Compass,2021,13781,2024-04-07,1,Manual
775,Mercedes-Benz,GLA,2020,218132,2024-09-02,18,Manual
776,Honda,City,2011,233110,2024-07-29,7,Automático
777,Jeep,Commander,2007,8023,2024-07-16,1,Automático
778,Peugeot,5008,2012,143045,2024-07-12,4,Automático
779,BMW,530i,2008,249319,2024-08-30,8,Automático
780,Ford,Focus,2012,63917,2024-08-21,2,Automático
781,Hyundai,Azera,2012,153430,2024-07-27,6,Automático
782,Renault,Kangoo,2018,233542,2024-09-08,7,Automático
783,Renault,Talisman,2013,161782,2024-08-26,16,Manual
784,Mercedes-Benz,S-Class,2019,274229,2024-09-05,26,Manual
785,Nissan,Kicks,2020,141960,2024-07-20,5,Automático
786,Ford,Mustang,2018,100921,2024-07-25,3,Automático
787,Peugeot,3008,2017,21535,2024-08-17,1,Manual
788,Toyota,Land Cruiser,2010,31584,2024-08-15,1,Automático
789,Kia,Carnival,2015,253671,2024-09-03,8,Automático
790,Volkswagen,Touareg,2019,267495,2024-09-06,10,Automático
791,Hyundai,Creta,2011,123385,2024-08-15,10,Manual
792,Jeep,Commander,2007,191257,2024-08-19,16,Manual
793,Ford,Kuga,2007,68243,2024-06-09,2,Automático
794,Renault,Mégane,2020,190780,2024-08-23,14,Manual
795,Mercedes-Benz,E-Class,2009,79557,2024-08-23,6,Manual
796,Volkswagen,Amarok,2020,189451,2024-09-01,12,Manual
797,Volkswagen,Virtus,2019,94591,2024-09-06,6,Manual
798,Mitsubishi,Montero,2011,225667,2024-08-28,9,Automático
799,Ford,F-150,2023,23890,2024-05-09,1,Manual
800,Kia,Stonic,2018,142129,2024-07-20,4,Automático
801,Volkswagen,Up!,2016,16322,2024-03-15,1,Automático
802,BMW,118i,2011,266394,2024-08-22,10,Automático
803,Subaru,Tribeca,2023,155944,2024-09-07,15,Manual
804,Ford,Fiesta,2020,16461,2024-03-27,1,Automático
805,Honda,Odyssey,2015,124895,2024-08-28,11,Manual
806,Jeep,Gladiator,2022,176704,2024-08-28,17,Manual
807,Mercedes-Benz,G-Class,2020,235659,2024-08-06,8,Automático
808,BMW,740i,2020,295827,2024-08-16,9,Automático
809,BMW,118i,2019,263514,2024-08-31,8,Automático
810,Chevrolet,Cruz,2007,249002,2024-08-20,8,Automático
811,Fiat,Strada,2023,186788,2024-08-22,7,Automático
812,Toyota,Vios,2018,156085,2024-08-21,12,Manual
813,Hyundai,Tucson,2007,205960,2024-09-06,15,Manual
814,Ford,Focus,2011,134415,2024-08-30,4,Automático
815,Renault,Kangoo,2007,115691,2024-07-14,3,Automático
816,Mitsubishi,Lancer,2015,165589,2024-07-29,6,Automático
817,Kia,Cerato,2015,186942,2024-07-31,7,Automático
818,Mitsubishi,Outlander Sport,2016,96914,2024-07-16,3,Automático
819,Toyota,C-HR,2018,195980,2024-08-08,6,Automático
820,Ford,F-150,2016,297735,2024-08-12,10,Automático
821,BMW,X3,2017,97142,2024-08-12,3,Automático
822,Mitsubishi,Pajero,2013,173127,2024-09-05,16,Manual
823,Chevrolet,S10,2023,46919,2024-08-09,3,Manual
824,Jeep,Renegade,2019,242652,2024-08-06,9,Automático
825,Kia,Niro,2018,255588,2024-08-27,20,Manual
826,Kia,Stonic,2007,226523,2024-08-29,8,Automático
827,Peugeot,308,2015,244810,2024-08-25,16,Manual
828,Chevrolet,Prisma,2023,127398,2024-08-25,11,Manual
829,Subaru,BRZ,2017,24818,2024-04-22,1,Manual
830,Mitsubishi,Montero,2012,17020,2024-07-19,1,Automático
831,Subaru,Impreza,2016,279146,2024-08-18,11,Automático
832,Fiat,Uno,2021,39328,2024-06-04,2,Manual
833,BMW,M3,2023,41715,2024-07-10,4,Manual
834,Renault,Kwid,2014,239516,2024-09-02,19,Manual
835,Ford,Focus,2010,37199,2024-04-11,1,Automático
836,Toyota,Corolla,2010,23653,2024-06-02,2,Manual
837,Kia,Picanto,2022,193154,2024-08-21,7,Automático
838,Mercedes-Benz,C-Class,2011,59447,2024-08-28,3,Manual
839,Subaru,Forester,2009,201491,2024-09-04,18,Manual
840,Mitsubishi,ASX,2011,179677,2024-08-31,15,Manual
841,Honda,City,2011,246188,2024-09-07,23,Manual
842,Jeep,Compass,2020,215249,2024-08-25,18,Manual
843,Renault,Kangoo,2015,81584,2024-07-12,2,Automático
844,Hyundai,Elantra,2007,77782,2024-09-06,7,Manual
845,Peugeot,3008,2009,9601,2024-06-18,1,Automático
846,Subaru,Outback,2008,105569,2024-07-30,3,Automático
847,Renault,Duster,2023,290666,2024-08-29,29,Manual
848,Jeep,Cherokee,2020,243092,2024-08-09,8,Automático
849,Renault,Talisman,2012,101063,2024-08-25,3,Automático
850,Peugeot,3008,2009,146238,2024-08-25,4,Automático
851,Kia,Niro,2022,165992,2024-08-23,16,Manual
852,Renault,Zoe,2008,132373,2024-07-30,4,Automático
853,Hyundai,Sonata,2022,278502,2024-08-12,9,Automático
