Problemas,Frases
Alinhamento e Geometria,O carro está indo para um lado e o volante está desalinhado.
Alinhamento e Geometria,"O desgaste dos pneus está irregular, provavelmente é o alinhamento."
Alinhamento e Geometria,O carro está puxando para a direita e o volante está torto.
Alinhamento e Geometria,O volante está torto e o carro parece estar com a direção desalinhada.
Alinhamento e Geometria,O carro está vibrando e os pneus estão se desgastando de forma desigual.
Alinhamento e Geometria,A direção está pesada e o carro está puxando para o lado.
Alinhamento e Geometria,O carro está com a direção instável e o volante está virado.
Alinhamento e Geometria,Sinto que o carro está desalinhado e o volante não está reto.
Alinhamento e Geometria,O carro está puxando para o lado e o volante está torto.
Alinhamento e Geometria,"O desgaste dos pneus está irregular, o alinhamento pode estar errado."
Alinhamento e Geometria,O carro está tremendo e a direção parece instável.
Alinhamento e Geometria,O volante está desalinhado e o carro não anda reto.
Alinhamento e Geometria,O carro está com a direção pesada e o volante está torto.
Alinhamento e Geometria,Sinto que a direção está solta e o carro está puxando para um lado.
Alinhamento e Geometria,O volante está torto e o carro está se desviando para um lado.
Alinhamento e Geometria,"Os pneus estão desgastando de maneira desigual, deve ser o alinhamento."
Alinhamento e Geometria,O carro está puxando para a esquerda e a direção está instável.
Alinhamento e Geometria,O volante não está alinhado e o carro está se desviando.
Alinhamento e Geometria,O carro está com a direção pesada e o volante está torto.
Alinhamento e Geometria,Sinto que o carro está puxando para um lado e o volante não está reto.
Alinhamento e Geometria,"O desgaste dos pneus está irregular, parece que o alinhamento está errado."
Alinhamento e Geometria,O carro está vibrando e a direção está instável.
Alinhamento e Geometria,O volante está desalinhado e o carro está indo para um lado.
Alinhamento e Geometria,O carro está com problemas de alinhamento e os pneus estão se desgastando rápido.
Alinhamento e Geometria,O volante está torto e o carro está puxando para o lado.
Alinhamento e Geometria,O carro está tremendo e a direção parece instável.
Alinhamento e Geometria,O volante não está reto e o carro está se desviando.
Alinhamento e Geometria,O carro está com a direção pesada e o volante está virado.
Alinhamento e Geometria,Sinto que o carro está puxando para um lado e o volante não está alinhado.
